construction,RPLY1_cured_angle,RBELT1_cured_angle,RBELT2_cured_angle,RPLY2_cured_angle,Curing Width_UDMSIteration,Rim Width_UDMSIteration,Tread Arc Radius 1,Belt Width 1,Belt Width 2,Rim Diameter,Section Height,Shoulder Radius,Cavity Outer Diameter,Cavity Section Width,inflation,Inner Perimeter,Apex Ending,Minimum Side Wall gauge,Base Gauge at Centre,Cap Thickness at centre,Non Skid Depth,Ply turnup height 1,Ply turnup height 2,Total Center Guage,Total Rubber Guage at Shoulder,Total Shoulder Gauge,size,Section Ratio,Belt_Angle_Difference,Belt_Width_Difference,RPLY1_epi,RBELT1_epi,RBELT2_epi,RCAPPLY_epi,RPLY2_epi,RPLY1_denier,RBELT1_denier,RBELT2_denier,RCAPPLY_denier,RPLY2_denier,Aspect_ratio
2+0,90,28,-28,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,250,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,56,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
1+SL,87,25,-25,Not Applicable,7,6,488.28,165.507,153.64,15,135.79,126.097,645.98,219.996,180,411.289,33.051,2.998,1.5,9.873,7.474,0,0,16.6,0,6.972,205/65R15,0.617238495,50,11.867,25,18,18,25,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+SL,87,25,-25,Not Applicable,7,6,488.28,165.507,153.64,15,135.79,126.097,645.98,219.996,210,411.289,33.051,2.998,1.5,9.873,7.474,0,0,16.6,0,6.972,205/65R15,0.617238495,50,11.867,25,18,18,25,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,-90,23,-25,Not Applicable,5.5,4,633.69,113.68,101.68,14,135.16,12.819,620.9,167.987,180,368.657,34.467,3.018,2,6.6,6.531,59.996,0,13.26,6.523,13.262,165/80R14,0.804586069,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5.5,4,633.69,113.68,101.68,14,135.16,12.819,620.9,167.987,210,368.657,34.467,3.018,2,6.6,6.531,59.996,0,13.26,6.523,13.262,165/80R14,0.804586069,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5.5,4,633.69,113.68,101.68,14,135.16,12.819,620.9,167.987,240,368.657,34.467,3.018,2,6.6,6.531,59.996,0,13.26,6.523,13.262,165/80R14,0.804586069,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,90,23,-23,Not Applicable,7,6,500,137.497,125.815,15,113.91,30,601.98,200.998,180,358.843,34.58,2.525,2,7,6.984,50,0,5.81,6.384,12.669,185/60R15,0.566722057,46,11.682,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,500,137.497,125.815,15,113.91,30,601.98,200.998,210,358.843,34.58,2.525,2,7,6.984,50,0,5.81,6.384,12.669,185/60R15,0.566722057,46,11.682,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,500,137.497,125.815,15,113.91,30,601.98,200.998,220,358.843,34.58,2.525,2,7,6.984,50,0,5.81,6.384,12.669,185/60R15,0.566722057,46,11.682,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
2+0,90,25,-27,-90,8,7.5,896,209.648,197.173,19,134.95,45.814,750,256.991,180,452.948,54.498,4.88908,3,8,4.934,65,80,17.49,7.422,13.967,245/55R19,0.525115666,52,12.475,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-27,-90,8,7.5,896,209.648,197.173,19,134.95,45.814,750,256.991,210,452.948,54.498,4.88908,3,8,4.934,65,80,17.49,7.422,13.967,245/55R19,0.525115666,52,12.475,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-27,-90,8,7.5,896,209.648,197.173,19,134.95,45.814,750,256.991,220,452.948,54.498,4.88908,3,8,4.934,65,80,17.49,7.422,13.967,245/55R19,0.525115666,52,12.475,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-25,90,8,7,800,183.624,171.759,17,119.12,40,668,237.959,250,409.196,47.085,2.669,3,6,6.986,60,25,14.94,5.649,13.807,215/55R17,0.500590438,50,11.865,28,18,18,30,28,1000,NA,NA,1260,28,55
1+0,90,23,-26,Not Applicable,5.5,5,400,131.904,120.476,14,101.41,29.7,551.92,179.951,210,331.494,30,1.002,2.091,6.022,6,49.038,0,12.93,6.141,13.034,165/60R14,0.563542298,49,11.428,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,26,-28,Not Applicable,6.96,6,450,151.731,139.378,16,119.32,35.1,638,214.969,210,381.374,32.519,2.237,2.637,7.4,6.856,0,0,14.23,5.69,13.466,195/60R16,0.555056776,54,12.353,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,25,-25,Not Applicable,10,9.5,1293.6344,235.801,224,19,110.14,25,701.2,289.198,230,446.586,18.18,3.561,1,7.7,6.633,55,0,14.11,5.408,11.985,275/40R19,0.380846341,50,11.454,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,40
1+0,90,25,-25,Not Applicable,10,9.5,1293.6344,235.801,224,19,110.14,25,701.2,289.198,250,446.586,18.18,3.561,1,7.7,6.633,55,0,14.11,5.408,11.985,275/40R19,0.380846341,50,11.454,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,40
1+SL,87,26,-26,Not Applicable,7,6.5,500,159.315,148.395,17,129.11,56.683,687,228.998,210,422.205,33.262,2.301,2.8,7.555,8.488,0,0,14.59,6.524,11.145,215/60R17,0.563804051,52,10.92,29,16,16,29,Not Applicable,1500,NA,NA,840,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,168.285,156.567,16,131.13,127.184,661,228,180,425.076,31.603,2.5,3,7.3,7.48,0,0,15.23,0,5.776,215/60R16,0.575131579,52,11.718,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,168.285,156.567,16,131.13,127.184,661,228,210,425.076,31.603,2.5,3,7.3,7.48,0,0,15.23,0,5.776,215/60R16,0.575131579,52,11.718,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,168.285,156.567,16,131.13,127.184,661,228,230,425.076,31.603,2.5,3,7.3,7.48,0,0,15.23,0,5.776,215/60R16,0.575131579,52,11.718,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,90,24,-26,90,6.799,6,400,149.831,139.249,15,131.11,25,635.94,206.998,180,396.293,21.323,2.686,2.001,7.2,4.195,57.401,34.353,15.27,7.578,14.441,195/65R15,0.633387762,50,10.582,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,24,-26,90,6.799,6,400,149.831,139.249,15,131.11,25,635.94,206.998,230,396.293,21.323,2.686,2.001,7.2,4.195,57.401,34.353,15.27,7.578,14.441,195/65R15,0.633387762,50,10.582,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,-90,27,-27,90,8.5,8,680,186.165,174.119,18,125.42,30,705.6,251.2,220,432.483,39.12,2.508,2,6.5,6.634,60.139,19.916,15.63,4.992,13.197,225/55R18,0.499283439,54,12.046,28,18,18,25,28,1000,NA,NA,1260,28,55
2+0,-90,27,-27,90,8.5,8,680,186.165,174.119,18,125.42,30,705.6,251.2,250,432.483,39.12,2.508,2,6.5,6.634,60.139,19.916,15.63,4.992,13.197,225/55R18,0.499283439,54,12.046,28,18,18,25,28,1000,NA,NA,1260,28,55
1+SL,90,26,-28,Not Applicable,7,6,450,147.502,133.846,16,118.95,35.1,638,214.977,200,379.958,34.168,3.105,2.5,8,6.987,0,0,15.5,5.46,13.642,195/60R16,0.553315006,54,13.656,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,26,-28,Not Applicable,7,6,450,147.502,133.846,16,118.95,35.1,638,214.977,210,379.958,34.168,3.105,2.5,8,6.987,0,0,15.5,5.46,13.642,195/60R16,0.553315006,54,13.656,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,90,25,-25,90,7.5,7,500,179.28,162.088,17,119.66,0,669,230,210,402.513,48.697,3.567,2.109,7.621,7.839,58.069,22.768,0,0,0,215/55R17,0.52026087,50,17.192,28,22,22,30,28,1000,2x0p3UT,2x0p3UT,1260,28,55
2+0,90,25,-25,90,7.5,7,500,179.28,162.088,17,119.66,0,669,230,220,402.513,48.697,3.567,2.109,7.621,7.839,58.069,22.768,0,0,0,215/55R17,0.52026087,50,17.192,28,22,22,30,28,1000,2x0p3UT,2x0p3UT,1260,28,55
1+0,90,28,-28,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,250,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,56,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,26,-24,Not Applicable,6,5,287.3,129.506,117.649,13,109.6,129.452,542.96,181.996,180,325.831,32.617,2.998,1.5,9.5,7.976,49,0,16.47,0,6.528,165/65R13,0.602211038,50,11.857,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,90,26,-24,Not Applicable,6,5,287.3,129.506,117.649,13,109.6,129.452,542.96,181.996,210,325.831,32.617,2.998,1.5,9.5,7.976,49,0,16.47,0,6.528,165/65R13,0.602211038,50,11.857,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,90,24,-27,Not Applicable,7,6.5,406.25,165.849,152.629,16,130.77,38.7,662,226.696,230,415.606,46.814,2.742,1.999,8.098,0,69.734,0,15.4,5.694,13.197,215/60R16,0.576851819,51,13.22,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,23,-24,Not Applicable,7,6.5,500,168.21,157.029,16,131.26,38.7,662,228.441,210,425.016,31.243,2.529,3,7.4,7.888,59.998,0,15.27,6.821,14.213,215/60R16,0.574590376,47,11.181,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,-89,24,-25,-89,5.5,5,400,134.421,122.198,15,107.09,51.371,588.96,183.74,180,339.462,33.824,3.499,2,7,6.98,56.921,25.417,15.2,6.946,11.882,175/60R15,0.58283444,49,12.223,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.421,122.198,15,107.09,51.371,588.96,183.74,220,339.462,33.824,3.499,2,7,6.98,56.921,25.417,15.2,6.946,11.882,175/60R15,0.58283444,49,12.223,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.421,122.198,15,107.09,51.371,588.96,183.74,250,339.462,33.824,3.499,2,7,6.98,56.921,25.417,15.2,6.946,11.882,175/60R15,0.58283444,49,12.223,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,90,24,-24,90,8,7,750,169.647,157.824,17,118.74,29.961,667,237.978,250,409.079,37.607,3.053,3,6,6.985,51,37.712,14.75,6.083,12.762,215/55R17,0.498953685,48,11.823,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
1+SL,90,26,-26,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,180,379.54,27.072,2.54,2.9,0.014,7.048,0,0,14.89,0,5.996,185/65R15,0.612771447,52,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,26,-26,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,200,379.54,27.072,2.54,2.9,0.014,7.048,0,0,14.89,0,5.996,185/65R15,0.612771447,52,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,26,-26,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,210,379.54,27.072,2.54,2.9,0.014,7.048,0,0,14.89,0,5.996,185/65R15,0.612771447,52,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+0,90,28,-28,Not Applicable,5,4,350,112.645,100.877,12,104.76,59.355,507.98,156.974,210,296.255,32.626,3.004,1.5,9.5,7.986,50,0,16.65,0,6.647,145/70R12,0.667371667,56,11.768,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+SL,-87,24,-26,Not Applicable,6,5.5,450,140,128,15,122.54,22.2,618.98,199.993,210,376.474,25.838,4.094,2.65,7.001,5.527,0,0,14.79,5.714,13.355,185/65R15,0.612721445,50,12,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,65
1+SL,-87,24,-25,Not Applicable,5.5,5,400,138.387,126.239,15,106.89,31.5,588.96,187.721,180,347.244,28.301,2.508,2.5,7.1,7.08,0,0,6.84,4.482,13.126,175/60R15,0.569408857,49,12.148,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,-87,24,-25,Not Applicable,5.5,5,400,138.387,126.239,15,106.89,31.5,588.96,187.721,210,347.244,28.301,2.508,2.5,7.1,7.08,0,0,6.84,4.482,13.126,175/60R15,0.569408857,49,12.148,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,-87,24,-25,Not Applicable,5.5,5,400,138.387,126.239,15,106.89,31.5,588.96,187.721,220,347.244,28.301,2.508,2.5,7.1,7.08,0,0,6.84,4.482,13.126,175/60R15,0.569408857,49,12.148,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,87,28,-28,Not Applicable,7,6,450.46,137.516,126.495,16,119.7,44.01,638,214.988,200,381.858,34.483,2.816,4.553,6.12,6.987,0,0,15.35,6.185,13.725,195/60R16,0.556775262,56,11.021,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,87,28,-28,Not Applicable,7,6,450.46,137.516,126.495,16,119.7,44.01,638,214.988,210,381.858,34.483,2.816,4.553,6.12,6.987,0,0,15.35,6.185,13.725,195/60R16,0.556775262,56,11.021,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,90,28,-28,90,6.5,6,700,157.601,145.877,16,136.56,84.079,671.98,212.083,230,418.946,30.243,2.537,2.5,0.013,7.384,70,70,15.79,0,7.963,205/65R16,0.643898851,56,11.724,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
1+0,90,22,-22,Not Applicable,6.5,6,450,144.005,131.592,15,113.48,0,601.96,200.979,180,357.705,31.471,3.543,2.2,6.997,7.364,61.897,0,0,0,0,185/60R15,0.564636106,44,12.413,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,499.95,137.653,125.886,15,113.91,30,601.98,200.998,180,360.482,34.658,2.213,2,7,6.981,50,0,13.39,6.459,12.737,185/60R15,0.566722057,46,11.767,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,499.95,137.653,125.886,15,113.91,30,601.98,200.998,210,360.482,34.658,2.213,2,7,6.981,50,0,13.39,6.459,12.737,185/60R15,0.566722057,46,11.767,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,499.95,137.653,125.886,15,113.91,30,601.98,200.998,220,360.482,34.658,2.213,2,7,6.981,50,0,13.39,6.459,12.737,185/60R15,0.566722057,46,11.767,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+SL,90,26,-28,Not Applicable,7,6,450,147.502,133.846,16,118.95,35.1,638,214.977,200,379.958,34.168,3.105,2.5,8,6.987,0,0,15.5,5.46,13.642,195/60R16,0.553315006,54,13.656,28,22,22,30,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,60
1+SL,90,26,-28,Not Applicable,7,6,450,147.502,133.846,16,118.95,35.1,638,214.977,210,379.958,34.168,3.105,2.5,8,6.987,0,0,15.5,5.46,13.642,195/60R16,0.553315006,54,13.656,28,22,22,30,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,60
2+0,90,23,-26,90,8,7,750,169.604,157.824,17,118.65,29.972,666.84,237.992,210,407.748,38.656,3.491,1.935,7,6.858,51,38.746,14.75,6.066,12.805,215/55R17,0.49854617,49,11.78,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,23,-26,90,8,7,750,169.604,157.824,17,118.65,29.972,666.84,237.992,250,407.748,38.656,3.491,1.935,7,6.858,51,38.746,14.75,6.066,12.805,215/55R17,0.49854617,49,11.78,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,27,-27,90,7.3,6,600,165.41,153.731,16,126.56,30,652,225,180,410.583,28.937,3.052,3,6.9,7.38,60,0,14.9,6.923,13.439,205/60R16,0.562488889,54,11.679,28,18,18,25,28,1000,NA,NA,1260,28,60
2+0,90,27,-27,90,7.3,6,600,165.41,153.731,16,126.56,30,652,225,210,410.583,28.937,3.052,3,6.9,7.38,60,0,14.9,6.923,13.439,205/60R16,0.562488889,54,11.679,28,18,18,25,28,1000,NA,NA,1260,28,60
2+0,90,27,-27,90,7.3,6,600,165.41,153.731,16,126.56,30,652,225,230,410.583,28.937,3.052,3,6.9,7.38,60,0,14.9,6.923,13.439,205/60R16,0.562488889,54,11.679,28,18,18,25,28,1000,NA,NA,1260,28,60
1+0,90,26,-24,Not Applicable,6,5,350,129.693,117.787,13,109.61,164.13,542.96,183.983,180,330.16,32.522,3.007,1.5,9.5,7.981,49,0,16.47,0,5.687,165/65R13,0.595761565,50,11.906,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,90,26,-24,Not Applicable,6,5,350,129.693,117.787,13,109.61,164.13,542.96,183.983,210,330.16,32.522,3.007,1.5,9.5,7.981,49,0,16.47,0,5.687,165/65R13,0.595761565,50,11.906,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
2+0,90,26,-24,-90,8.5,7.5,859.61,200.397,189.333,19,126.55,20,732,251.999,180,433.641,29.631,3.497,2.103,7.997,9.12,69.674,45.5,15.92,7.165,13.949,235/55R19,0.502184532,50,11.064,29,18,18,29,29,1500,NA,NA,840,29,55
2+0,90,26,-24,-90,8.5,7.5,859.61,200.397,189.333,19,126.55,20,732,251.999,210,433.641,29.631,3.497,2.103,7.997,9.12,69.674,45.5,15.92,7.165,13.949,235/55R19,0.502184532,50,11.064,29,18,18,29,29,1500,NA,NA,840,29,55
2+0,90,26,-24,-90,8.5,7.5,859.61,200.397,189.333,19,126.55,20,732,251.999,220,433.641,29.631,3.497,2.103,7.997,9.12,69.674,45.5,15.92,7.165,13.949,235/55R19,0.502184532,50,11.064,29,18,18,29,29,1500,NA,NA,840,29,55
1+0,90,25,-24,Not Applicable,7,6.5,500,162.018,152.523,16,130.76,38.7,663.96,226.691,210,425.832,32.458,3.038,2.784,6.946,7.61,66.408,0,14.77,7.74,12.218,215/60R16,0.57682043,49,9.495,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,-90,27,-27,90,9,8.5,811,206.135,194.098,19,110.21,25,700.6,258.592,250,412.376,41.014,2.386,1.873,7.7,6.605,55,20.016,15.79,5.228,13.276,245/45R19,0.426192612,54,12.037,28,18,18,25,28,1000,NA,NA,1260,28,45
2+0,90,23,-26,90,8,7,750,169.851,157.665,17,118.66,29.982,666.86,237.991,210,407.748,38.656,3.492,2,7,6.939,51,38.746,14.75,6.202,12.582,215/55R17,0.498590283,49,12.186,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,23,-26,90,8,7,750,169.851,157.665,17,118.66,29.982,666.86,237.991,250,407.748,38.656,3.492,2,7,6.939,51,38.746,14.75,6.202,12.582,215/55R17,0.498590283,49,12.186,28,18,18,30,28,1000,NA,NA,1260,28,55
1+0,-86,25,-24,Not Applicable,7,6.5,500,162.187,153.203,16,130.85,38.7,662,226.707,210,421.658,32.351,2.78,3.765,6.316,7.61,59.232,0,14.98,7.353,12.325,215/60R16,0.577176708,49,8.984,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,90,23,-23,90,6.5,6,700,157.601,145.877,16,136.56,84.079,671.98,212.083,230,418.946,30.243,2.537,2.5,0.013,7.384,70,70,15.79,0,7.963,205/65R16,0.643898851,46,11.724,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
2+0,90,28,-28,90,8,7,500,174.081,161.636,17,119.62,38.7,669,229.983,210,397.866,42.75,1.997,3.44,5.73,7.777,55,20,15.05,5.188,12.348,215/55R17,0.520125401,56,12.445,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,28,-28,90,8,7,500,174.081,161.636,17,119.62,38.7,669,229.983,250,397.866,42.75,1.997,3.44,5.73,7.777,55,20,15.05,5.188,12.348,215/55R17,0.520125401,56,12.445,28,18,18,30,28,1000,NA,NA,1260,28,55
1+0,90,25,-25,Not Applicable,6.5,6,500,137.701,125.907,15,113.79,0,601.98,200.997,180,368.182,33.69,2.212,2,7,1.677,50,0,0,0,0,185/60R15,0.566127853,50,11.794,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,25,-25,Not Applicable,6.5,6,500,137.701,125.907,15,113.79,0,601.98,200.997,210,368.182,33.69,2.212,2,7,1.677,50,0,0,0,0,185/60R15,0.566127853,50,11.794,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,25,-25,Not Applicable,6.5,6,500,137.701,125.907,15,113.79,0,601.98,200.997,220,368.182,33.69,2.212,2,7,1.677,50,0,0,0,0,185/60R15,0.566127853,50,11.794,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,-90,23,-25,Not Applicable,5.5,4,633.27,122.49,111.152,14,135.16,20.024,621.02,170.468,180,375.564,34.478,3.034,2,6.6,5.29,59.697,0,13.32,6.53,12.537,165/80R14,0.792876082,48,11.338,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5.5,4,633.27,122.49,111.152,14,135.16,20.024,621.02,170.468,210,375.564,34.478,3.034,2,6.6,5.29,59.697,0,13.32,6.53,12.537,165/80R14,0.792876082,48,11.338,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5.5,4,633.27,122.49,111.152,14,135.16,20.024,621.02,170.468,240,375.564,34.478,3.034,2,6.6,5.29,59.697,0,13.32,6.53,12.537,165/80R14,0.792876082,48,11.338,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+SL,90,28,-28,Not Applicable,5.5,5,400,114.841,102.727,14,134.24,30,617.96,169.989,200,363.017,25.336,2.498,2.2,7,6.949,0,0,14.12,6.316,13.874,165/80R14,0.789698157,56,12.114,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,80
1+SL,90,28,-28,Not Applicable,5.5,5,400,114.841,102.727,14,134.24,30,617.96,169.989,210,363.017,25.336,2.498,2.2,7,6.949,0,0,14.12,6.316,13.874,165/80R14,0.789698157,56,12.114,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,80
1+0,90,23,-26,Not Applicable,5.5,5,400,131.772,120.378,14,101.45,29.7,552,179.951,210,331.494,30,1.002,2.111,6.002,6.001,49.038,0,12.93,6.134,13.02,165/60R14,0.56376458,49,11.394,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,26,-26,Not Applicable,6,5,300,134.886,123.505,13,124.72,0,573.96,188.996,180,364.037,33.812,3.008,1.5,9.5,7.973,55.299,0,0,0,0,175/70R13,0.659908146,52,11.381,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,26,-26,Not Applicable,6,5,300,134.886,123.505,13,124.72,0,573.96,188.996,210,364.037,33.812,3.008,1.5,9.5,7.973,55.299,0,0,0,0,175/70R13,0.659908146,52,11.381,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,27,-27,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,54,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,-89.5,24.5,-24,Not Applicable,7.2,7,1293.6344,182.646,171.732,17,118.64,0,665.3,223.703,210,397.309,40.293,2.801,3.056,5.678,6.72,74.729,0,0,0,0,215/55R17,0.530346039,48.5,10.914,25,18,18,25,Not Applicable,1500,2x0p3HT,2x0p3HT,1260,Not Applicable,55
1+0,-89.5,24.5,-24,Not Applicable,7.2,7,1293.6344,182.646,171.732,17,118.64,0,665.3,223.703,250,397.309,40.293,2.801,3.056,5.678,6.72,74.729,0,0,0,0,215/55R17,0.530346039,48.5,10.914,25,18,18,25,Not Applicable,1500,2x0p3HT,2x0p3HT,1260,Not Applicable,55
2+0,-90,27,-27,90,8.5,8,680,186.165,174.119,18,125.42,30,705.6,251.2,250,432.483,39.12,2.508,2,6.5,6.634,60.139,19.916,15.63,4.992,13.197,225/55R18,0.499283439,54,12.046,28,18,18,25,28,1000,NA,NA,1260,28,55
1+SL,-87,24,-25,Not Applicable,5.5,5,400,137.989,126.477,15,106.89,31.5,588.96,187.728,180,345.741,26.118,2.574,2.5,7.1,2.393,0,0,14.87,5.067,13.02,175/60R15,0.569387625,49,11.512,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,-87,24,-25,Not Applicable,5.5,5,400,137.989,126.477,15,106.89,31.5,588.96,187.728,210,345.741,26.118,2.574,2.5,7.1,2.393,0,0,14.87,5.067,13.02,175/60R15,0.569387625,49,11.512,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,-87,24,-25,Not Applicable,5.5,5,400,137.989,126.477,15,106.89,31.5,588.96,187.728,220,345.741,26.118,2.574,2.5,7.1,2.393,0,0,14.87,5.067,13.02,175/60R15,0.569387625,49,11.512,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,23,-24,Not Applicable,7,6.5,500,168.659,157.103,16,130.82,38.739,662,236.998,210,439.496,31.673,2.56,3,7.4,7.888,59.998,0,15.27,7.65,13.795,215/60R16,0.55198778,47,11.556,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,87,27,-25,Not Applicable,7,6,500,170.18,158.136,16,124.85,36.9,649,220.985,180,399.903,45.409,3.005,1.5,9.5,7.99,0,0,16.27,6.576,14.651,205/60R16,0.564970473,52,12.044,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,87,27,-25,Not Applicable,7,6,500,170.18,158.136,16,124.85,36.9,649,220.985,210,399.903,45.409,3.005,1.5,9.5,7.99,0,0,16.27,6.576,14.651,205/60R16,0.564970473,52,12.044,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
